Order Date,Sales
01-10-2016,41.85
02-09-2017,6.57
24-12-2014,142.86
24-12-2014,292.27
23-09-2017,29.33
04-06-2017,12.48
21-04-2016,102.34
21-04-2016,48.79
21-04-2016,44.85
26-05-2016,10.37
26-05-2016,388.43
26-05-2016,14.35
26-05-2016,63.99
02-05-2016,86.35
08-09-2014,32.97
08-09-2014,83.88
05-09-2016,278.40
09-04-2017,15.12
09-04-2017,17.43
09-04-2017,251.64
06-12-2015,2.77
26-06-2016,14.90
04-07-2015,15.48
22-11-2016,39.88
22-11-2016,12.19
22-11-2016,20.82
10-11-2016,13.22
10-11-2016,32.40
27-08-2015,32.94
27-08-2015,114.20
27-08-2015,3.08
25-05-2015,845.73
30-12-2017,13.90
30-12-2017,20.72
08-12-2016,114.95
04-10-2015,26.96
23-12-2016,572.76
23-12-2016,286.38
19-09-2015,61.96
03-07-2017,23.99
03-07-2017,287.97
14-07-2016,419.94
20-06-2016,46.76
20-06-2016,17.71
20-06-2016,21.78
20-06-2016,161.94
20-06-2016,161.57
09-12-2016,3.69
09-12-2016,122.12
24-09-2016,155.37
18-12-2016,38.88
18-12-2016,183.84
18-12-2016,579.30
10-12-2017,14.20
01-07-2014,575.92
01-07-2014,5.18
03-02-2017,5.23
03-02-2017,285.55
03-03-2017,72.80
09-10-2017,10.82
28-09-2014,46.26
27-05-2014,17.46
14-06-2015,51.07
30-03-2016,11.34
15-10-2017,87.92
23-05-2016,37.05
02-06-2017,2.97
02-06-2017,27.44
16-02-2014,1.08
16-02-2014,7.96
06-05-2014,140.74
16-05-2016,552.56
02-04-2017,25.11
31-03-2017,29.78
31-03-2017,677.58
31-03-2017,75.04
02-01-2017,695.70
02-01-2017,15.66
02-01-2017,28.85
28-05-2015,47.82
28-05-2015,13.05
17-03-2014,93.78
17-03-2014,47.18
17-03-2014,19.68
17-03-2014,53.40
17-03-2014,35.88
03-10-2014,258.28
28-03-2016,31.40
04-05-2017,183.96
04-05-2017,17.61
04-05-2017,300.90
05-07-2014,220.78
05-07-2014,281.42
05-05-2016,79.14
26-04-2017,1.99
26-09-2014,145.57
19-10-2017,123.26
19-10-2017,23.68
19-10-2017,309.58
10-11-2017,38.39
10-11-2017,95.99
10-11-2017,239.95
10-11-2017,201.58
10-11-2017,899.14
08-07-2017,145.90
24-12-2015,590.06
24-12-2015,14.04
07-03-2017,49.08
01-04-2014,29.60
01-04-2014,17.09
14-09-2015,912.75
04-08-2014,1089.75
04-08-2014,447.84
04-08-2014,16.40
04-08-2014,399.96
04-08-2014,158.90
04-08-2014,13.18
03-09-2016,83.95
05-02-2016,80.98
05-02-2016,348.84
05-02-2016,9.45
05-02-2016,18.84
05-02-2016,239.98
05-02-2016,167.96
05-02-2016,104.85
05-02-2016,484.83
05-02-2016,122.97
05-02-2016,154.44
05-02-2016,342.37
03-07-2017,9.55
09-10-2017,652.45
09-10-2017,66.65
24-11-2016,17.22
24-11-2016,11.56
24-11-2016,88.40
24-11-2016,6.48
01-11-2016,21.80
01-11-2016,251.79
19-04-2016,205.18
19-04-2016,419.40
06-04-2014,10.30
06-04-2014,154.76
06-04-2014,116.78
02-09-2016,75.48
02-09-2016,39.98
25-09-2016,393.17
04-11-2017,23.68
09-07-2016,408.01
09-07-2016,165.28
30-06-2014,334.77
28-01-2017,239.97
28-01-2017,37.74
21-09-2015,946.34
21-09-2015,151.20
21-09-2015,4.93
26-09-2015,86.27
26-09-2015,72.59
26-09-2015,60.67
26-09-2015,77.03
26-09-2015,119.90
26-09-2015,263.96
26-09-2015,363.65
31-10-2015,9.73
31-10-2015,14.75
31-10-2015,29.80
31-10-2015,427.42
26-11-2017,220.75
19-12-2014,152.76
19-12-2014,7.27
19-12-2014,1819.86
26-12-2016,33.90
20-06-2017,31.10
20-06-2017,5.25
15-10-2015,263.88
15-10-2015,2453.43
12-04-2017,29.70
12-04-2017,39.96
19-12-2017,36.67
05-08-2017,13.76
01-10-2015,139.42
23-05-2016,1979.93
13-06-2017,164.74
13-06-2017,470.30
13-06-2017,47.98
23-04-2014,2.50
01-05-2015,88.75
19-07-2015,2.03
26-11-2016,70.98
26-11-2016,91.68
26-11-2016,33.75
26-11-2016,3040.00
12-06-2017,91.20
12-06-2017,452.94
17-08-2015,52.20
25-09-2016,15.94
04-05-2014,27.46
01-12-2015,55.42
11-03-2016,244.01
26-08-2016,159.98
26-08-2016,1024.72
16-12-2016,3.68
08-08-2014,121.38
08-08-2014,95.98
16-05-2015,255.97
09-12-2017,872.94
09-12-2017,41.54
09-12-2017,12.96
24-09-2015,6.85
11-07-2017,8.67
01-12-2015,6.69
19-11-2016,17.28
19-11-2016,17.71
19-03-2017,28.91
13-11-2016,52.14
19-11-2017,31.97
02-12-2016,25.92
02-12-2016,40.46
02-12-2016,33.87
25-08-2017,9.73
25-08-2017,3.42
14-10-2016,177.00
27-11-2014,3.76
03-11-2015,1212.85
03-11-2015,89.97
03-11-2015,42.60
29-11-2014,5.04
30-04-2017,62.96
24-11-2017,5.88
24-11-2017,977.29
30-10-2017,9.64
17-12-2014,40.05
04-09-2017,10.19
04-09-2017,16.78
04-09-2017,13.12
17-10-2016,18.16
12-11-2017,16.06
12-11-2017,223.06
12-11-2017,540.05
24-11-2016,33.52
24-11-2016,9.94
01-08-2015,6.72
01-08-2015,1004.98
24-12-2017,17.88
17-09-2016,396.00
10-12-2017,34.50
12-09-2017,8.36
24-06-2017,385.60
24-06-2017,35.82
18-08-2017,200.06
18-08-2017,21.38
18-08-2017,6.74
11-12-2017,63.69
10-12-2017,1669.60
03-02-2014,83.84
03-02-2014,13.27
11-02-2017,21.34
16-04-2017,16.52
06-12-2015,206.11
06-12-2015,19.92
06-12-2015,198.27
06-12-2015,247.10
06-12-2015,86.30
22-07-2016,4.16
22-07-2016,11.65
07-11-2015,26.18
07-11-2015,7.30
26-03-2015,74.35
31-08-2017,10.74
31-08-2017,8.38
04-12-2016,212.88
10-02-2017,203.98
29-10-2016,40.74
29-10-2016,11.67
15-09-2017,39.99
15-09-2017,16.28
15-09-2017,782.94
15-09-2017,242.48
11-03-2014,8.32
11-03-2014,10.46
04-02-2014,82.90
04-02-2014,34.24
31-12-2014,1573.49
23-11-2015,335.52
23-11-2015,23.91
23-11-2015,27.06
06-07-2014,559.99
13-11-2017,9.32
17-06-2016,111.96
03-05-2014,21.56
16-10-2017,124.75
06-02-2015,5.28
04-09-2017,91.96
09-05-2016,9.34
09-05-2016,79.36
16-03-2015,171.96
09-04-2016,35.35
04-04-2014,18.90
05-09-2017,2.78
30-06-2017,1044.63
09-11-2015,11.35
04-03-2014,354.90
19-03-2015,453.58
29-11-2015,21.48
29-11-2015,8.78
11-06-2017,122.97
26-11-2017,12.84
23-11-2014,603.92
23-11-2014,21.84
23-11-2014,29.99
23-11-2014,381.44
15-12-2014,40.68
15-12-2014,763.28
22-04-2016,23.95
23-05-2016,4.98
27-02-2016,170.88
09-08-2015,307.98
09-08-2015,382.81
09-08-2015,41.96
09-08-2015,1217.57
09-08-2015,47.04
09-08-2015,6.16
09-08-2015,979.95
09-08-2015,143.70
09-08-2015,10.65
09-08-2015,247.80
12-05-2016,10.96
15-04-2016,33.49
15-04-2016,8.04
23-06-2015,201.57
19-10-2014,13.44
24-03-2015,359.06
08-05-2017,47.99
16-10-2017,547.30
19-11-2017,16.90
19-11-2017,6.67
19-11-2017,99.14
19-11-2017,15.99
08-05-2016,211.96
11-12-2016,6.67
30-11-2017,155.94
19-04-2016,39.96
19-04-2016,5.46
19-04-2016,73.20
19-04-2016,5.84
19-04-2016,22.72
19-04-2016,9.34
26-05-2014,290.67
26-05-2014,201.58
26-05-2014,83.98
21-12-2017,1000.02
15-03-2016,83.98
10-08-2015,3.75
10-08-2015,41.40
10-08-2015,29.79
10-09-2016,59.48
10-09-2016,6.69
08-07-2017,198.46
08-07-2017,786.48
08-07-2017,23.17
08-07-2017,50.00
19-12-2015,675.96
19-12-2015,1265.85
16-11-2015,523.25
24-09-2015,517.50
21-06-2017,17.92
21-06-2017,41.26
08-05-2016,1006.06
08-05-2016,10.69
08-05-2016,10.37
08-05-2016,25.12
08-05-2016,58.11
26-11-2014,15.55
26-11-2014,669.08
26-11-2014,438.34
26-05-2016,19.44
26-05-2016,9.64
26-05-2016,12.70
26-05-2016,41.37
29-11-2014,12.62
19-03-2015,1247.64
19-03-2015,3149.93
19-03-2015,209.70
01-11-2015,35.36
01-11-2015,3.17
26-09-2015,121.10
26-09-2015,45.89
29-08-2014,109.92
29-08-2014,13.36
18-11-2017,169.68
18-11-2017,132.52
18-11-2017,2.96
18-11-2017,8.45
18-11-2017,95.94
12-05-2014,34.79
20-01-2017,160.78
30-10-2017,88.75
30-10-2017,13.90
30-04-2017,677.58
30-04-2017,13.90
24-11-2016,41.92
24-11-2016,297.58
24-11-2016,4.34
24-11-2016,94.99
24-11-2016,74.35
24-11-2016,14.04
10-01-2015,1018.10
19-10-2017,16.68
22-03-2016,58.58
03-07-2017,167.97
11-12-2015,196.62
17-09-2015,21.94
17-09-2015,6.59
18-05-2016,104.28
18-05-2016,17.94
07-09-2014,64.78
07-09-2014,32.38
07-09-2014,42.37
07-09-2014,399.54
29-09-2016,18.97
07-11-2016,14.82
24-04-2017,99.28
24-04-2017,1.19
24-04-2017,7.52
10-12-2017,10.37
10-12-2017,310.88
16-08-2014,853.09
09-12-2017,33.45
09-12-2017,10.40
14-03-2016,21.88
26-06-2016,13.62
25-09-2015,63.96
25-09-2015,14.46
25-09-2015,104.98
27-12-2015,106.96
27-12-2015,21.56
03-06-2014,515.88
13-07-2015,11.81
13-07-2015,1931.04
13-07-2015,9.96
02-02-2014,12.35
08-03-2016,9.70
22-11-2015,11.61
30-10-2017,43.86
30-10-2017,148.48
30-10-2017,7.42
30-10-2017,71.99
30-10-2017,19.90
30-10-2017,1702.12
30-01-2015,14.30
08-09-2017,765.63
07-10-2017,307.67
30-04-2016,7.71
19-05-2016,242.90
19-05-2016,454.90
19-05-2016,35.92
19-05-2016,39.76
19-05-2016,47.74
20-12-2015,159.98
20-12-2015,255.97
20-12-2015,359.06
19-12-2015,434.35
19-12-2015,3.55
19-12-2015,88.83
29-04-2017,1048.35
07-02-2016,100.00
07-02-2016,7.83
28-09-2014,96.26
28-09-2014,10.69
10-07-2016,338.04
10-07-2016,154.24
29-07-2017,34.85
29-07-2017,22.00
29-07-2017,4.37
03-09-2015,31.44
03-09-2015,17.90
03-09-2015,129.45
09-08-2014,20.88
30-10-2017,20.74
30-10-2017,7.17
30-10-2017,11.17
30-10-2017,442.40
06-06-2014,13.36
13-08-2016,11.23
13-08-2016,10.27
25-04-2014,10.37
25-04-2014,6.24
22-11-2015,206.96
14-10-2017,9.46
02-12-2017,559.62
02-12-2017,109.92
02-12-2017,8.56
08-12-2015,360.71
08-12-2015,1718.40
13-07-2015,41.57
11-05-2014,46.86
05-01-2014,19.54
05-09-2015,411.33
05-09-2015,28.75
05-09-2015,293.20
04-08-2016,35.06
04-08-2016,4.13
04-08-2016,109.80
04-08-2016,9.82
22-03-2014,7.64
22-03-2014,51.47
02-03-2017,6.98
02-03-2017,12.22
27-11-2016,97.98
27-11-2016,62.40
28-04-2014,20.86
28-04-2014,497.61
28-04-2014,5.34
28-04-2014,3.15
24-11-2015,368.91
24-11-2015,14.70
11-11-2016,59.97
11-11-2016,83.36
09-07-2015,6.58
09-07-2015,122.94
22-09-2017,219.84
22-09-2017,98.16
22-09-2017,33.04
22-09-2017,86.97
15-02-2015,134.97
15-02-2015,699.98
15-02-2015,139.95
30-09-2014,48.94
01-12-2014,2807.84
01-12-2014,46.64
08-12-2014,60.42
05-09-2016,107.94
27-08-2017,63.84
27-08-2017,347.97
27-08-2017,37.01
07-07-2016,215.65
08-08-2016,11.17
08-08-2016,53.95
13-11-2016,4.18
22-09-2017,5.61
22-09-2017,4663.74
22-09-2017,79.98
25-12-2016,2575.94
25-12-2016,45.36
25-12-2016,254.24
11-02-2016,69.93
23-10-2016,16.16
23-10-2016,54.82
09-06-2014,1441.30
20-11-2017,77.60
20-11-2017,4.66
14-09-2015,170.14
04-06-2015,7.38
04-06-2015,9.26
13-12-2015,9.96
25-05-2014,75.60
25-05-2014,29.32
16-02-2016,92.06
16-02-2016,6.98
16-02-2016,62.96
16-02-2016,5.18
22-12-2016,31.32
22-12-2016,11.84
22-12-2016,22.78
08-02-2016,1127.98
13-07-2015,38.88
18-05-2014,779.80
21-10-2017,1439.92
21-10-2017,262.11
05-11-2015,207.00
01-08-2017,1439.98
01-08-2017,36.29
21-06-2014,21.40
19-02-2017,1245.86
01-08-2014,17.54
01-08-2014,44.13
01-08-2014,62.92
01-08-2014,78.30
18-07-2016,140.81
09-02-2015,40.10
09-02-2015,40.78
29-07-2017,90.57
12-01-2017,40.08
12-01-2017,37.68
10-09-2017,362.35
10-09-2017,7.18
20-07-2015,34.76
20-07-2015,831.20
20-07-2015,26.40
20-07-2015,106.75
20-07-2015,97.82
20-07-2015,141.40
13-06-2014,14.52
12-05-2017,127.92
12-05-2017,34.24
03-09-2015,137.62
03-09-2015,100.49
26-03-2017,257.57
26-03-2017,119.96
12-11-2014,49.63
13-10-2016,727.45
13-10-2016,24.96
12-11-2017,370.78
15-04-2017,196.45
25-06-2015,31.10
25-06-2015,78.26
26-08-2016,6.48
21-07-2014,99.20
21-07-2014,801.57
21-07-2014,272.85
21-11-2017,70.98
04-06-2014,16.22
10-03-2016,176.78
25-03-2017,470.38
29-12-2017,393.57
29-12-2017,302.38
28-03-2017,68.74
05-03-2015,29.34
05-03-2015,383.61
05-03-2015,563.40
13-11-2016,217.06
19-01-2017,6.00
22-04-2016,31.56
13-05-2014,7.10
13-05-2014,398.35
21-10-2014,121.79
21-10-2014,409.59
14-03-2014,10.56
14-03-2014,3.38
22-12-2017,7.82
24-11-2016,24.78
02-12-2017,34.65
31-12-2015,487.98
03-10-2017,1793.98
29-08-2014,29.81
29-08-2014,505.18
29-08-2014,174.06
29-06-2016,191.88
20-08-2016,14.78
21-10-2017,5.18
21-10-2017,478.48
21-10-2017,28.40
21-10-2017,909.12
17-05-2016,2.95
17-05-2016,27.02
03-02-2015,136.92
18-12-2017,18.96
15-11-2016,99.39
03-07-2017,273.90
03-07-2017,597.13
15-01-2014,149.95
30-04-2017,4.61
30-04-2017,15.53
30-04-2017,11.95
08-11-2015,11.65
30-10-2015,299.90
17-08-2017,895.92
17-08-2017,462.56
03-10-2015,15.01
08-07-2016,863.64
08-07-2016,47.62
05-12-2017,92.94
09-03-2017,199.98
09-06-2016,177.48
28-11-2017,88.77
16-03-2017,6.48
16-03-2017,46.51
16-03-2017,659.98
27-11-2016,271.99
06-08-2017,145.74
06-08-2017,15.40
27-11-2017,244.55
27-11-2017,166.16
25-05-2015,14.73
08-07-2016,19.97
08-07-2016,33.49
08-07-2016,8.74
08-07-2016,662.88
29-08-2017,47.36
29-08-2017,27.44
29-08-2017,3.24
20-06-2016,95.97
20-06-2016,10.37
02-09-2017,23.10
02-09-2017,11.54
02-09-2017,254.53
02-09-2017,12.98
02-09-2017,26.43
02-09-2017,197.97
02-09-2017,18.90
02-09-2017,1282.41
02-09-2017,4.92
02-09-2017,238.00
02-09-2017,167.97
02-09-2017,17.12
10-09-2017,16.20
10-09-2017,33.99
10-09-2017,296.85
10-09-2017,112.80
10-09-2017,13.71
10-09-2017,24.90
10-09-2017,286.29
10-09-2017,24.18
21-12-2017,281.97
21-12-2017,69.50
21-12-2017,166.44
23-09-2017,291.96
06-05-2017,6.41
06-05-2017,408.74
14-12-2014,5.10
14-12-2014,2.90
14-12-2014,35.02
18-10-2014,275.97
18-10-2014,1394.95
18-10-2014,545.88
08-05-2015,5.25
14-04-2016,933.54
14-04-2016,42.98
14-12-2015,3.76
03-12-2014,479.96
25-11-2014,320.88
25-11-2014,23.88
25-11-2014,26.76
25-07-2016,1439.98
09-11-2015,17.22
09-11-2015,1024.38
09-11-2015,26.22
09-11-2015,17.34
24-02-2017,4.96
25-06-2017,71.04
25-06-2017,5.34
25-06-2017,11.30
02-12-2017,294.62
02-12-2017,8.75
06-02-2014,15.00
06-02-2014,161.61
06-02-2014,144.95
11-04-2017,199.95
11-04-2017,41.86
25-12-2017,95.94
25-12-2017,304.45
11-04-2017,11.36
31-12-2014,29.68
31-12-2014,47.53
03-08-2017,183.37
15-11-2014,4.22
15-11-2014,333.06
15-11-2014,24.90
11-12-2015,159.98
11-12-2015,46.34
18-09-2016,350.98
18-09-2016,13.08
18-09-2016,900.08
19-03-2015,17.57
19-03-2015,14.62
19-03-2015,33.36
19-03-2015,40.14
19-09-2016,1606.23
19-09-2016,17.04
19-09-2016,49.53
19-09-2016,872.32
20-08-2017,239.12
13-03-2015,141.96
08-09-2016,33.02
08-09-2016,67.14
26-11-2015,14.73
26-11-2015,104.90
26-11-2015,61.04
26-11-2015,10.95
09-12-2016,9.39
09-12-2016,9.33
25-09-2017,8.26
25-09-2017,269.97
23-01-2015,29.04
23-01-2015,14.62
18-06-2015,11.95
18-06-2015,4.54
18-06-2015,9.16
18-06-2015,75.36
02-10-2015,57.50
18-11-2017,38.86
17-08-2014,15.55
17-07-2016,162.64
17-07-2016,597.00
17-07-2016,55.48
11-07-2015,289.80
11-07-2015,2.50
11-07-2015,6.48
11-07-2015,341.49
11-07-2015,11.12
11-07-2015,25.34
01-12-2016,17.31
22-12-2017,199.95
22-12-2017,1586.69
22-12-2017,84.99
22-12-2017,411.80
31-10-2014,11.34
31-10-2014,80.30
31-10-2014,15.97
31-10-2014,64.74
31-10-2014,19.30
31-10-2014,405.64
31-10-2014,146.35
31-10-2014,251.91
31-10-2014,12.39
13-04-2015,199.96
13-04-2015,710.83
21-07-2016,1.94
20-11-2017,283.92
26-11-2016,7.31
07-11-2017,59.97
07-11-2017,761.54
01-12-2014,58.20
12-09-2017,39.90
12-09-2017,90.86
12-09-2017,94.85
24-12-2015,106.23
24-12-2015,111.98
24-12-2015,7.71
23-02-2017,37.44
23-11-2014,23.68
23-06-2016,122.12
23-06-2016,18.45
23-06-2016,324.90
23-06-2016,146.73
23-06-2016,3.96
26-10-2015,5.76
15-07-2017,26.55
15-07-2017,310.44
17-11-2014,479.90
13-04-2015,12.88
25-11-2015,13.12
15-05-2016,511.84
15-05-2016,91.96
15-05-2016,8.34
07-09-2017,37.68
07-09-2017,279.94
10-03-2014,636.41
10-03-2014,83.17
18-07-2014,259.14
24-03-2017,221.92
24-03-2017,26.00
30-09-2014,15.55
26-09-2014,0.88
31-10-2015,19.98
31-10-2015,398.35
31-10-2015,5.04
31-10-2015,17.45
31-10-2015,323.14
31-10-2015,29.70
31-10-2015,1295.84
31-10-2015,46.84
31-10-2015,425.83
12-10-2015,209.67
19-09-2016,159.88
13-04-2017,5.28
13-04-2017,895.92
07-01-2017,2.81
09-11-2017,215.98
22-09-2017,241.96
22-09-2017,27.72
01-12-2017,104.68
01-12-2017,62.96
23-06-2014,86.38
04-10-2015,64.94
04-10-2015,20.74
20-05-2014,33.28
20-05-2014,38.52
20-05-2014,139.86
20-11-2015,19.65
30-11-2015,152.99
30-11-2015,10.58
30-11-2015,94.92
31-12-2015,14.76
31-12-2015,3.66
16-11-2017,146.82
06-06-2014,149.54
06-06-2014,17.14
06-06-2014,991.76
01-09-2016,30.48
01-09-2016,23.99
01-09-2016,16.69
25-06-2016,422.06
25-06-2016,38.09
25-06-2016,254.35
12-12-2014,43.31
31-03-2017,84.95
19-11-2017,233.06
24-11-2014,111.79
22-11-2015,14.94
14-07-2016,14.16
30-04-2016,22.61
25-07-2016,21.48
22-06-2014,501.81
22-06-2014,161.94
21-10-2017,17.86
03-09-2016,8.81
14-05-2016,79.38
07-01-2016,34.58
13-03-2017,314.55
13-10-2016,191.98
13-10-2016,8.29
13-10-2016,139.92
13-10-2016,15.87
13-10-2016,6.29
27-01-2017,14.02
27-01-2017,71.98
27-01-2017,107.98
19-11-2017,305.31
01-08-2014,19.75
30-07-2016,9.26
30-07-2015,61.79
15-10-2016,45.68
15-10-2016,60.12
15-10-2016,41.72
15-10-2016,71.60
07-05-2016,85.23
07-05-2016,44.40
07-05-2016,442.76
07-05-2016,3999.95
07-05-2016,199.95
07-05-2016,63.68
01-08-2017,54.90
14-07-2016,29.00
10-08-2017,70.08
10-08-2017,121.30
10-08-2017,1454.49
25-06-2016,60.81
10-12-2016,153.55
10-12-2016,65.34
10-12-2016,123.92
10-12-2016,35.10
10-12-2016,44.75
01-12-2016,4.70
28-11-2014,14.67
28-03-2015,15.55
28-03-2015,5.23
01-06-2014,22.20
01-06-2014,881.93
06-09-2015,6.10
06-09-2015,191.82
29-06-2015,20.10
10-09-2016,67.56
14-07-2014,29.93
14-07-2014,38.27
22-08-2015,16.52
14-11-2014,832.93
14-11-2014,43.80
27-11-2016,167.29
21-11-2017,27.42
01-10-2017,1.44
01-10-2017,61.78
01-10-2017,241.96
01-10-2017,108.61
20-09-2014,2.82
28-07-2017,9.98
28-07-2017,14.98
28-07-2017,1145.60
06-12-2015,485.94
06-12-2015,37.38
06-12-2015,70.69
31-07-2017,54.82
19-03-2016,72.29
29-07-2017,2.90
29-07-2017,124.79
01-10-2016,330.59
31-03-2014,673.57
31-03-2014,52.98
26-06-2017,526.45
09-07-2017,228.92
14-12-2015,319.97
05-12-2017,205.03
15-09-2015,190.86
15-09-2015,24.32
15-07-2016,44.40
20-04-2017,44.40
15-11-2016,1016.79
15-11-2016,38.14
26-11-2016,494.98
21-11-2017,56.56
21-11-2017,5.56
21-11-2017,9.02
21-11-2017,8.62
21-11-2017,659.98
15-02-2015,13.36
15-02-2015,41.72
15-02-2015,11.52
15-02-2015,541.44
15-02-2015,19.44
15-04-2016,143.70
28-09-2015,43.26
28-09-2015,43.56
17-09-2016,437.85
17-09-2016,109.48
16-06-2017,1212.96
16-06-2017,18.54
08-11-2015,5.00
08-11-2015,371.97
18-12-2015,166.24
06-02-2017,359.97
14-11-2016,499.98
14-11-2016,5.28
14-11-2016,8.26
12-10-2017,7.97
17-09-2017,12.96
20-12-2017,6.48
20-12-2017,6.98
02-12-2017,47.96
21-09-2015,199.74
06-03-2015,435.26
06-03-2015,1119.98
03-10-2014,143.43
03-10-2014,122.35
27-06-2014,306.20
27-06-2014,85.98
27-06-2014,223.96
30-10-2017,97.57
30-10-2017,614.27
30-10-2017,199.98
03-09-2016,48.16
05-03-2015,23.92
05-03-2015,60.69
05-05-2016,14.35
17-11-2017,35.04
01-06-2017,17.48
10-06-2017,16.40
08-01-2017,892.98
20-04-2015,287.97
20-04-2015,595.38
20-04-2015,12.96
01-11-2015,4.95
23-12-2017,181.95
01-11-2015,13.52
01-11-2015,259.70
01-11-2015,42.95
01-11-2015,1399.93
01-11-2015,503.96
14-11-2014,12.72
14-11-2014,11.52
17-01-2016,316.00
17-09-2017,723.92
17-09-2017,106.32
23-12-2016,141.37
06-08-2015,27.22
05-11-2017,390.75
11-06-2017,280.79
11-06-2017,68.45
11-06-2017,88.04
11-06-2017,15.87
11-06-2017,215.59
20-07-2017,14.62
20-07-2017,416.32
20-07-2017,43.00
20-07-2017,182.94
20-07-2017,60.83
20-07-2017,389.97
23-12-2015,194.32
20-03-2017,265.93
31-12-2015,94.74
31-12-2015,60.64
31-12-2015,76.30
31-12-2015,364.80
15-09-2015,79.87
15-09-2015,46.38
15-09-2015,12.96
23-09-2017,14.35
25-12-2015,547.14
24-09-2016,41.96
24-09-2016,41.70
21-03-2017,277.40
21-03-2017,5.78
30-09-2014,69.22
10-12-2017,10.86
10-12-2017,426.79
23-08-2014,25.92
23-08-2014,45.92
19-08-2014,10.72
10-11-2016,41.86
31-12-2014,63.20
31-12-2014,113.97
26-07-2014,123.55
22-02-2016,490.32
13-03-2016,70.08
13-03-2016,1.27
13-03-2016,557.59
02-12-2017,9.02
02-12-2017,69.46
02-12-2017,10.86
02-12-2017,79.47
02-12-2017,10.08
31-08-2015,1552.83
31-08-2015,137.24
31-08-2015,36.51
31-08-2015,239.98
17-03-2014,1579.75
17-03-2014,1071.58
17-03-2014,613.91
17-03-2014,34.86
17-03-2014,155.04
16-04-2017,13.71
13-03-2016,127.88
13-03-2016,160.32
13-03-2016,46.00
24-11-2014,120.71
10-02-2017,23.12
23-09-2016,532.70
23-09-2016,4.91
07-07-2017,252.00
07-07-2016,60.29
07-07-2016,2.63
07-07-2016,23.69
07-07-2016,253.37
24-01-2017,5.67
19-08-2014,76.78
19-08-2014,9.18
06-12-2015,32.75
06-05-2016,7.22
06-05-2016,49.57
06-05-2016,54.71
25-03-2017,176.04
25-03-2017,16.02
25-03-2017,185.92
25-03-2017,211.17
25-03-2017,479.98
12-12-2015,7.86
12-12-2015,24.45
06-12-2015,6.48
06-12-2015,41.86
06-12-2015,1619.91
06-12-2015,113.92
17-03-2016,39.68
14-11-2015,37.60
14-11-2015,59.90
14-11-2015,37.00
14-08-2017,5.76
14-08-2017,16.68
09-09-2017,628.81
09-09-2017,56.45
01-04-2017,94.20
01-04-2017,28.40
27-09-2016,956.66
07-10-2017,1115.91
07-10-2017,128.74
07-10-2017,79.92
20-01-2017,24.20
20-01-2017,359.98
23-03-2017,211.84
01-08-2014,5.68
07-06-2015,7.52
12-11-2014,11.96
12-11-2014,629.06
29-12-2016,754.45
06-07-2015,301.96
12-10-2017,595.00
12-10-2017,79.87
21-05-2016,2396.40
09-11-2017,63.56
09-11-2017,99.99
18-04-2016,230.38
18-04-2016,9.66
25-12-2017,158.93
25-12-2017,13.02
25-12-2017,273.06
25-12-2017,39.31
11-06-2016,1.34
11-06-2016,8.27
11-06-2016,12.54
13-05-2017,58.48
28-12-2017,7.40
25-03-2014,366.79
28-05-2017,54.37
14-11-2015,33.96
14-11-2015,826.11
03-07-2017,545.85
18-11-2014,145.98
18-11-2014,35.81
17-07-2017,7.90
22-05-2016,345.00
22-05-2016,174.29
22-05-2016,662.84
22-05-2016,95.10
22-05-2016,26.88
22-05-2016,257.98
25-09-2015,17.48
31-10-2016,492.84
14-09-2015,269.49
05-11-2016,29.12
17-03-2017,18.75
17-03-2017,119.70
17-03-2017,9.14
17-03-2017,57.06
17-03-2017,71.60
17-03-2017,107.44
17-03-2017,7.31
17-03-2017,59.10
17-03-2017,46.53
15-08-2017,97.84
11-07-2015,29.97
11-07-2015,98.35
03-12-2017,83.92
03-12-2017,14.62
03-12-2017,136.99
03-12-2017,3.15
04-05-2017,9.11
04-05-2017,571.44
04-05-2017,32.40
04-05-2017,16.91
22-01-2016,14.27
22-01-2016,451.14
22-01-2016,64.86
03-11-2016,217.58
03-11-2016,82.95
03-11-2016,87.71
03-11-2016,1101.48
04-09-2017,1322.35
13-09-2014,5.46
19-06-2017,11.18
19-06-2017,153.58
24-12-2017,1003.62
28-08-2017,35.17
28-08-2017,1137.75
28-08-2017,99.68
28-08-2017,5.56
02-01-2015,85.52
02-01-2015,9.84
02-01-2015,20.04
09-10-2015,631.96
09-10-2015,23.92
13-12-2014,90.24
19-11-2014,4548.81
10-09-2016,300.93
10-09-2016,719.96
16-06-2014,647.84
26-09-2015,64.17
26-09-2015,124.46
19-05-2016,9.58
22-06-2017,37.61
17-06-2017,12.22
17-06-2017,2.30
17-06-2017,9.36
14-11-2016,7.38
25-07-2014,53.72
25-07-2014,8187.65
25-07-2014,77.92
02-07-2015,32.78
02-03-2017,196.78
02-03-2017,479.94
18-11-2016,1117.92
18-04-2015,106.50
02-12-2017,45.66
11-11-2016,95.97
11-11-2016,47.99
05-09-2014,264.32
15-11-2014,604.66
02-05-2017,129.93
15-10-2016,20.16
15-10-2016,29.46
15-10-2016,868.59
15-10-2016,12.96
15-10-2016,5.50
15-10-2016,121.60
06-04-2015,42.05
06-04-2015,25.49
06-04-2015,6.90
06-04-2015,9.65
06-04-2015,7.97
24-10-2014,10.37
